task_id,official_outcome,capture_id,episode_id,node_id,checkpoint_kind,cutoff_step,public_test_outcome,public_green_verifier,semantic_completion,knowledge_references,capture_path
swebench--matplotlib__matplotlib-13908,UNRESOLVED,83898d48e25919c798578d51a3f081b38db4f7ef6054dbeeef611dc4a13f3c6a,episode:ca8a95cb50dfa7940b2d6f6caba1266fcac3f9d9677de628b063210e12e77376,coincident_minor_labels,PUBLIC_TEST_OBSERVATION,25,RED,False,False,13,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/83898d48e25919c798578d51a3f081b38db4f7ef6054dbeeef611dc4a13f3c6a.json
swebench--matplotlib__matplotlib-13908,UNRESOLVED,dc24eedb56337d54dfafdf140e0e6d7e481d516916b704cfbde9beef3422bde1,episode:96eff6b3c8363ac190cf052315e6384a298c58b5eec78fdaab63ba7ec7027ece,coincident_minor_labels,PUBLIC_TEST_OBSERVATION,41,GREEN,True,False,13,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/dc24eedb56337d54dfafdf140e0e6d7e481d516916b704cfbde9beef3422bde1.json
swebench--matplotlib__matplotlib-13908,UNRESOLVED,d0f9a7278e72f9a2d3843634a44505bd53587ff08662f4351fccc3af5233fdb7,episode:44cb64f6612cafd2beaaabac3e2db1301f1f179fc572242d6ef92a767231b0c3,coincident_minor_labels,COMPLETED_SUBGOAL,47,,False,True,13,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/d0f9a7278e72f9a2d3843634a44505bd53587ff08662f4351fccc3af5233fdb7.json
swebench--matplotlib__matplotlib-13908,UNRESOLVED,b5debeb08d38ae1787b038691c75ece25df4de0bf0c620a16dc7ea570cf0482b,episode:40b94f0d291ba75e4bc703fbe51689880a2293573ae1d2f13ee7b04ed8cfb8b0,overlap_compatibility,PUBLIC_TEST_OBSERVATION,72,GREEN,True,False,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/b5debeb08d38ae1787b038691c75ece25df4de0bf0c620a16dc7ea570cf0482b.json
swebench--matplotlib__matplotlib-13908,UNRESOLVED,cbe5b2841ac4e8f40e2b49cb04a8340b7dd01ff38e9e75e261b59041e184b3eb,episode:6fcdad7d1e6315fe0d6c6ae67d97b4792e94a71a29fa2307d28e67984ed8c663,overlap_compatibility,COMPLETED_SUBGOAL,85,,False,True,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/cbe5b2841ac4e8f40e2b49cb04a8340b7dd01ff38e9e75e261b59041e184b3eb.json
swebench--matplotlib__matplotlib-13959,UNRESOLVED,3cf4d3065b32700eeaee5e55bb62f1407346cb1788728868b6ef65a4352e0ecb,episode:e1cf54429e00357b1220ee7abe3ecf5399c1df10ea206cb6056c1dbcd90721cb,color_size,PUBLIC_TEST_OBSERVATION,20,GREEN,True,False,6,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/3cf4d3065b32700eeaee5e55bb62f1407346cb1788728868b6ef65a4352e0ecb.json
swebench--matplotlib__matplotlib-13959,UNRESOLVED,5567e3ac8cd056c241c02efc3581f7705c9af83b8d8ba1368f0d052a57ee8cfc,episode:50be0964e1088088d5aca11260944bff057ba5a0bb87204b4d9f88a0b6491db9,color_size,TERMINAL_ACTIVE,35,,False,False,6,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/5567e3ac8cd056c241c02efc3581f7705c9af83b8d8ba1368f0d052a57ee8cfc.json
swebench--matplotlib__matplotlib-21238,UNRESOLVED,bcfce1e39ed921370167694d4d47ce0f01b16d4c9cd75bb98a0a660c77f43f3a,episode:82b9d9b8508ce30c03d3a8d362221c2369901016961828bd75068d717e23fd62,invalid_event_validation,PUBLIC_TEST_OBSERVATION,24,GREEN,True,False,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/bcfce1e39ed921370167694d4d47ce0f01b16d4c9cd75bb98a0a660c77f43f3a.json
swebench--matplotlib__matplotlib-21238,UNRESOLVED,a07d5fb40291e186e7879155b3d223a7750ad7d96a75e029833d251dff97b833,episode:af010b7f5b33fb6e48c24307f8b1bbc48ceddfa651d88d1faed143646f345ea8,invalid_event_validation,COMPLETED_SUBGOAL,25,,True,True,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/a07d5fb40291e186e7879155b3d223a7750ad7d96a75e029833d251dff97b833.json
swebench--matplotlib__matplotlib-21238,UNRESOLVED,36c5b19d9dc3df30cfe7ef7f8998afedb75031380808e7861d338685a07a4037,episode:9a82b36881a7bc3f58cfae88705e6f0d56c3f56b8f1566a69c216963f461a58b,callback_compatibility,COMPLETED_SUBGOAL,49,,False,True,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/36c5b19d9dc3df30cfe7ef7f8998afedb75031380808e7861d338685a07a4037.json
swebench--matplotlib__matplotlib-22835,UNRESOLVED,f102977590f9edae96875050a6c7cb24207be55221be1c78c13449bd8d5c43e0,episode:1411c1554ba24ad4652f17764008d7f3299d94d9b90dc8b798a08c7b16a3b0c4,boundary-cursor,PUBLIC_TEST_OBSERVATION,30,GREEN,True,False,10,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/f102977590f9edae96875050a6c7cb24207be55221be1c78c13449bd8d5c43e0.json
swebench--matplotlib__matplotlib-22835,UNRESOLVED,f6bcb950cdeccc01363b18f0988d88d4d3d4080e94657e827a8f501f701cabe6,episode:493eba569c5000155f826ec7a4dd3ea060431010cc3a15f3c5bfccad3a476c01,boundary-cursor,COMPLETED_SUBGOAL,32,,False,True,10,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/f6bcb950cdeccc01363b18f0988d88d4d3d4080e94657e827a8f501f701cabe6.json
swebench--matplotlib__matplotlib-22835,UNRESOLVED,a566bbeec6525ddeee779568e8fe98578a8b79dd16f4ef2762563e774b881b5f,episode:a0483e73a71406d29c190d1a0c75ed6338fe4e3a9426ab84f40eb4fdf2888b9c,format-invariants,PUBLIC_TEST_OBSERVATION,47,GREEN,True,False,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/a566bbeec6525ddeee779568e8fe98578a8b79dd16f4ef2762563e774b881b5f.json
swebench--matplotlib__matplotlib-22835,UNRESOLVED,9434554d955a3bd86af5e32703ec51b58ee7a10fe5efa55fcd73df3b8dc6ca31,episode:bf892324ea195863b50cbaff82294e5f44f6cf6500d13d05be946c5991358ae5,format-invariants,PUBLIC_TEST_OBSERVATION,52,GREEN,True,False,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/9434554d955a3bd86af5e32703ec51b58ee7a10fe5efa55fcd73df3b8dc6ca31.json
swebench--matplotlib__matplotlib-22835,UNRESOLVED,8fbe9333084c9f84bbb59bc0deffa82c18cbb8028ddb22e6fc0bf0d4d90d4885,episode:21f458eba04ab7ce47fa83d9e42fa4e8f21c90f1306c9de0cf42a2d622c0196e,format-invariants,COMPLETED_SUBGOAL,59,,False,True,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/8fbe9333084c9f84bbb59bc0deffa82c18cbb8028ddb22e6fc0bf0d4d90d4885.json
swebench--matplotlib__matplotlib-22883,UNRESOLVED,9f39d5d81ee59be3dd78160a596c2df5cd48632f5f68d2fc81d28f1e10721186,episode:108be78ed5b7fbd2559bfcba9d6b1d0d428d843ccc1c47f643b241efa7115fcb,tripcolor_warning,COMPLETED_SUBGOAL,21,,False,True,7,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/9f39d5d81ee59be3dd78160a596c2df5cd48632f5f68d2fc81d28f1e10721186.json
swebench--matplotlib__matplotlib-23047,RESOLVED,875761d17d36f4aca2fa4fb7ea6ec85c30038aa0a009746f2ef3e91f66336cd1,episode:273f402248d133143d727f8886011f8bae3e3f1ff085ac00484c0f9ad1f45f42,precise_edges,PUBLIC_TEST_OBSERVATION,21,RED,False,False,4,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/875761d17d36f4aca2fa4fb7ea6ec85c30038aa0a009746f2ef3e91f66336cd1.json
swebench--matplotlib__matplotlib-23047,RESOLVED,52201c283f47f07898cd2728a4f7037d245f6bbedc80f8bdd3fe2b6cd1d4f431,episode:510625a95141d20d27a421072727feed3d03c0c46a20a96be6616781ec624cdc,precise_edges,PUBLIC_TEST_OBSERVATION,23,GREEN,True,False,4,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/52201c283f47f07898cd2728a4f7037d245f6bbedc80f8bdd3fe2b6cd1d4f431.json
swebench--matplotlib__matplotlib-23047,RESOLVED,c12b508b80accc567cabd0c4395b4a4f352aaf0381fd99606c022d15ba8b82de,episode:030f66ba2393bd73b9d76952e4d2c906eefa23ea40f7a56529956465ea446179,precise_edges,COMPLETED_SUBGOAL,28,,False,True,4,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/c12b508b80accc567cabd0c4395b4a4f352aaf0381fd99606c022d15ba8b82de.json
swebench--matplotlib__matplotlib-23047,RESOLVED,d2a0558435ea182028f9a24f4c33c4585c709e762f736b86bc54ec8e4d4540ce,episode:f3e255efb82a3933849b3c72062b61ee9b9128dfd3a3ec52938072a349c25d2e,hist_invariants,PUBLIC_TEST_OBSERVATION,39,RED,False,False,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/d2a0558435ea182028f9a24f4c33c4585c709e762f736b86bc54ec8e4d4540ce.json
swebench--matplotlib__matplotlib-23047,RESOLVED,acdf7ca4f3e30d5f29ae38d01e7d7bd34b5a55b328d8ac2730f789b63317b15a,episode:714264b3df9dda04d30b1f5064d8901cba582af160bc98c6165ea7b445ea25f9,hist_invariants,PUBLIC_TEST_OBSERVATION,41,GREEN,True,False,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/acdf7ca4f3e30d5f29ae38d01e7d7bd34b5a55b328d8ac2730f789b63317b15a.json
swebench--matplotlib__matplotlib-23047,RESOLVED,bb44391155b3065f6f1175e4f9ab579ed8acf3201ca38d4588d56e52d4ee9269,episode:8f889a429389978047d0439322abbd1ef69e616716285151f9f8bbecc5a354ac,hist_invariants,PUBLIC_TEST_OBSERVATION,43,RED,False,False,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/bb44391155b3065f6f1175e4f9ab579ed8acf3201ca38d4588d56e52d4ee9269.json
swebench--matplotlib__matplotlib-23047,RESOLVED,b848fac16f4c533aa34e8aad61a5f1041c634571b12880888e63f7306c89fcc0,episode:e0c298ceab310eca55bae254bc6f05e4fedfbe0bd3c1de21211e05aa18c89404,hist_invariants,PUBLIC_TEST_OBSERVATION,46,GREEN,True,False,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/b848fac16f4c533aa34e8aad61a5f1041c634571b12880888e63f7306c89fcc0.json
swebench--matplotlib__matplotlib-23047,RESOLVED,1ad784647fb91ca88eac46114f4d1ae3aa8077585d06d25f9b6f4f549d8db8b5,episode:a7d74991c4fd218580590aea46eeb0667cf63b97950872ba2759920e0fd3f278,hist_invariants,COMPLETED_SUBGOAL,52,,False,True,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/1ad784647fb91ca88eac46114f4d1ae3aa8077585d06d25f9b6f4f549d8db8b5.json
swebench--matplotlib__matplotlib-23266,RESOLVED,78afd73c0abf24a1146a654463900780101a2b387cbd5ac564a4ac03e247b9b7,episode:66e8b8faa625c8fc4615f09535d046020b694341a1747a83d5f6576ab30f56e4,negative-style-kwarg,COMPLETED_SUBGOAL,29,,False,True,9,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/78afd73c0abf24a1146a654463900780101a2b387cbd5ac564a4ac03e247b9b7.json
swebench--matplotlib__matplotlib-23266,RESOLVED,0962e3104fd14c615de74b08da77ceed0741a724c1d28473c233d01c7d6de0b6,episode:11f38e10eb84be6c9ca24eccaaacaa69f17e6758a9e3babb4f5bae0f0c5b7ddf,negative-style-contract,COMPLETED_SUBGOAL,49,,False,True,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/0962e3104fd14c615de74b08da77ceed0741a724c1d28473c233d01c7d6de0b6.json
swebench--matplotlib__matplotlib-23332,RESOLVED,8a16a0734b4026de23d386106f08330b42bd817eb63aad1646370a0dabc4aacd,episode:29e6e6a8711e104c3eddfa96f1b43296a8662914cbef335e5a6db302e6ee983d,validate_text_properties,PUBLIC_TEST_OBSERVATION,28,RED,False,False,10,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/8a16a0734b4026de23d386106f08330b42bd817eb63aad1646370a0dabc4aacd.json
swebench--matplotlib__matplotlib-23332,RESOLVED,0c042272123befdd56ad6c0fe9c76070c8f33bc7d320e4d54d950b8ab76b8416,episode:f558933f3e4c35a883057a5e24d238c6165c38f1202255977830e6b53ba98247,validate_text_properties,PUBLIC_TEST_OBSERVATION,32,GREEN,True,False,10,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/0c042272123befdd56ad6c0fe9c76070c8f33bc7d320e4d54d950b8ab76b8416.json
swebench--matplotlib__matplotlib-23332,RESOLVED,ce8894331a722c8fb9fc71afd8417d6748cc4edd931e3fa1590ab520377fa58a,episode:1173e60bae7afb5880d8db1a45313f1820910fced64b5acfff36ba1e91040844,validate_text_properties,COMPLETED_SUBGOAL,37,,False,True,10,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/ce8894331a722c8fb9fc71afd8417d6748cc4edd931e3fa1590ab520377fa58a.json
swebench--matplotlib__matplotlib-23332,RESOLVED,f610660b0fccd0b5b56a54988fbcc45aa0238293665c5c55893bbd572ede2e5d,episode:6487a06a8c6f3eb17b257c33ef682303483891b35c3eda9bcfe16f5c21e10c31,verify_text_compatibility,PUBLIC_TEST_OBSERVATION,46,GREEN,True,False,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/f610660b0fccd0b5b56a54988fbcc45aa0238293665c5c55893bbd572ede2e5d.json
swebench--matplotlib__matplotlib-23332,RESOLVED,7732aa4b8f554c522c92284e6e775108d0fd69a16ddfc7d86d02ab3ea4e3a2a3,episode:4dc74dc3cf814c2ac5c2631bdd3208a447a5bfd601bcc42fe7f6a3d2f9be02f4,verify_text_compatibility,COMPLETED_SUBGOAL,52,,False,True,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/7732aa4b8f554c522c92284e6e775108d0fd69a16ddfc7d86d02ab3ea4e3a2a3.json
swebench--matplotlib__matplotlib-24224,UNRESOLVED,4337e0bac6fe51c43c3a8521307d39a532c347c319eed593605b60183ea3b47b,episode:0843a9b9b2fe76d9908c0db21c45d5b1aa4ebc5c45ed6cdae16207ffdda03264,julian-api,COMPLETED_SUBGOAL,29,,False,True,9,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/4337e0bac6fe51c43c3a8521307d39a532c347c319eed593605b60183ea3b47b.json
swebench--matplotlib__matplotlib-24224,UNRESOLVED,c65befa316dc90950685e281e65a7aeb50a432035f06ac77359f1aba50e96910,episode:a0aedb1f9da5bdfde7fff16d89ea670b34a8cb8902b3edccc74e663a742f5907,dates-organization,COMPLETED_SUBGOAL,52,,False,True,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/c65befa316dc90950685e281e65a7aeb50a432035f06ac77359f1aba50e96910.json
swebench--matplotlib__matplotlib-24250,RESOLVED,ca2ab8ce36ff941d2d0efd0149ca4d6b2d302c9878b86a0f446f14e36fac06ba,episode:e0e529af124b32f469c0f2f50f036f1fa8f51ee940d4cbcf99778487213a3aae,mouse-key-before-pick,PUBLIC_TEST_OBSERVATION,30,RED,False,False,15,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/ca2ab8ce36ff941d2d0efd0149ca4d6b2d302c9878b86a0f446f14e36fac06ba.json
swebench--matplotlib__matplotlib-24250,RESOLVED,1208b7d0a9a3d6b3b1fc88eff31ab66cf8faeb451b1104955ca8ed27c8a19410,episode:1cd3cc6cf4629b2a9b809308dfd6461c2ca0cdd55888baee7908836c4cdd9496,mouse-key-before-pick,PUBLIC_TEST_OBSERVATION,32,GREEN,True,False,15,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/1208b7d0a9a3d6b3b1fc88eff31ab66cf8faeb451b1104955ca8ed27c8a19410.json
swebench--matplotlib__matplotlib-24250,RESOLVED,0e7d7808c4312febde51649c9a90aed9f090e0418c6e45c0faa976645c8999f6,episode:7fc62085e99fbeb0e1473085fc732181583e56e70f251466653c7a6ae06da7c5,mouse-key-before-pick,COMPLETED_SUBGOAL,36,,False,True,15,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/0e7d7808c4312febde51649c9a90aed9f090e0418c6e45c0faa976645c8999f6.json
swebench--matplotlib__matplotlib-24250,RESOLVED,dea4a7537f7bbee641ac918728338c5544ec56b4a08b70c13d2c4a20dececb98,episode:a7d97ec97d9035fa7aa91a84673c74752515915d0f1ba7b827f17f1456e80708,event-compatibility,PUBLIC_TEST_OBSERVATION,40,GREEN,True,False,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/dea4a7537f7bbee641ac918728338c5544ec56b4a08b70c13d2c4a20dececb98.json
swebench--matplotlib__matplotlib-24250,RESOLVED,80c645482feeb2eb5de5aa477ec2ffba69fe8eb9bcca3b051aac3af4c292f0f9,episode:7f663c9272a9d7e42f03ff0a23ec9b607db7896b6d1947ee0283a7d45f954c16,event-compatibility,PUBLIC_TEST_OBSERVATION,43,GREEN,True,False,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/80c645482feeb2eb5de5aa477ec2ffba69fe8eb9bcca3b051aac3af4c292f0f9.json
swebench--matplotlib__matplotlib-24250,RESOLVED,23152f26ffcad6a085809b097ec1862825c705e84ccd10508470f41fe3ad03e8,episode:2fffe01e75d7bb1eef0ef38f405a3ffb65bdcc6454a545548076dee2e9070c73,event-compatibility,COMPLETED_SUBGOAL,51,,False,True,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/23152f26ffcad6a085809b097ec1862825c705e84ccd10508470f41fe3ad03e8.json
swebench--matplotlib__matplotlib-24619,UNRESOLVED,0337983c509c8542c870fc2569822127e7bfa9bbe62151f18d627f53a0d3bed7,episode:e73876ad3027a80aa5356c0a1d2cc3e0bc104aeacd824ff97857ddde1c635207,integer_mesh_colors,PUBLIC_TEST_OBSERVATION,27,GREEN,True,False,10,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/0337983c509c8542c870fc2569822127e7bfa9bbe62151f18d627f53a0d3bed7.json
swebench--matplotlib__matplotlib-24619,UNRESOLVED,8792942b037586d232bccc85447ddf39fc96290592fe124a024d97f92260c8ae,episode:9ad7ff42220e6478f90ff452787c39f25e298537e2e9e2f064abbb4d8f1c0367,integer_mesh_colors,PUBLIC_TEST_OBSERVATION,28,GREEN,True,False,10,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/8792942b037586d232bccc85447ddf39fc96290592fe124a024d97f92260c8ae.json
swebench--matplotlib__matplotlib-24619,UNRESOLVED,ac18b9806125cc68a69d7109e257291b8b264c79947ef1129c7163ab967c7212,episode:bf721882a996e6e822929db1e029157f1f59622a90d3118a5a1a02efb89b4819,integer_mesh_colors,COMPLETED_SUBGOAL,34,,False,True,10,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/ac18b9806125cc68a69d7109e257291b8b264c79947ef1129c7163ab967c7212.json
swebench--matplotlib__matplotlib-24619,UNRESOLVED,6e4ce800250fe8decfd367127d04389fdc778362508f4d1ef764fe90e1abac73,episode:65a02eee05ad874263259f1a90a5e2e36ab7beefdec2092860c7d1030576ef0e,color_contract_validation,PUBLIC_TEST_OBSERVATION,47,GREEN,True,False,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/6e4ce800250fe8decfd367127d04389fdc778362508f4d1ef764fe90e1abac73.json
swebench--matplotlib__matplotlib-24619,UNRESOLVED,e729b53cf2b3ff4baaa16544687947e70335fbb5becaab66b0af5919768e99f4,episode:b06efcc5d45cf25a5a2727747edfdcaad0c085a101b9fddf0ffb9ba2c68457ce,color_contract_validation,PUBLIC_TEST_OBSERVATION,48,GREEN,True,False,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/e729b53cf2b3ff4baaa16544687947e70335fbb5becaab66b0af5919768e99f4.json
swebench--matplotlib__matplotlib-24619,UNRESOLVED,4146cd0c1d6865773520a2170e3caf50d04b8167819fca6ee9422933f1c61c03,episode:61f2c37bf1f053a646f97efbe26b4d6d94dfe2b34e62ec5ebfd01b8dd77bb92e,color_contract_validation,COMPLETED_SUBGOAL,56,,False,True,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/4146cd0c1d6865773520a2170e3caf50d04b8167819fca6ee9422933f1c61c03.json
swebench--matplotlib__matplotlib-25027,UNRESOLVED,ad1a6a40a9ffd9a514365cf0cd58b6fd2021ef138d41cc9cc9ba5284f4f3cb62,episode:7788274b8a446f2a5c9b75dd348c828b4621eaa9ab5c023d38a6f392c16e7d8e,rgb-colors,PUBLIC_TEST_OBSERVATION,29,GREEN,True,False,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/ad1a6a40a9ffd9a514365cf0cd58b6fd2021ef138d41cc9cc9ba5284f4f3cb62.json
swebench--matplotlib__matplotlib-25027,UNRESOLVED,a789c6fdc765304f44fa5ad75a82a4364bd79879c6087b7c2cea59492655bdb0,episode:cd0cefebdf8837a325b7187cef698b53603406925c160b8641e9eee4c74d60df,rgb-colors,COMPLETED_SUBGOAL,34,,False,True,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/a789c6fdc765304f44fa5ad75a82a4364bd79879c6087b7c2cea59492655bdb0.json
swebench--matplotlib__matplotlib-25027,UNRESOLVED,4e5584c9e3b6b3ee2f9c47c3afaeadcb8bc244c67136dd7b4e6f95fd6c747e81,episode:3d54fe231839a548793278c43dfe8e51bcc118b58165f305985d37fab3abd794,mask-compat,PUBLIC_TEST_OBSERVATION,45,RED,False,False,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/4e5584c9e3b6b3ee2f9c47c3afaeadcb8bc244c67136dd7b4e6f95fd6c747e81.json
swebench--matplotlib__matplotlib-25027,UNRESOLVED,0a6e489a8eaa3f7af71d8c995caa322d6b686bec93587d84ec416cf662b2371a,episode:56990170796292bf6ae15b183ad18f46174736de9b24e0c83ec70ed077f1275e,mask-compat,PUBLIC_TEST_OBSERVATION,49,GREEN,True,False,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/0a6e489a8eaa3f7af71d8c995caa322d6b686bec93587d84ec416cf662b2371a.json
swebench--matplotlib__matplotlib-25027,UNRESOLVED,64f8ed14be6bbb01db930dfb80a13af2bd42fcb5fe95d450733e266a6b212eaa,episode:f1aa8757b471e95607ce0e9bde302c5199e052572836729ca6be1b0cf8f17b44,mask-compat,COMPLETED_SUBGOAL,66,,False,True,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/64f8ed14be6bbb01db930dfb80a13af2bd42fcb5fe95d450733e266a6b212eaa.json
swebench--matplotlib__matplotlib-25334,UNRESOLVED,4efaf1724e1698364b77f8abfa548cdede8760e3a0153bf5c7480d1879a41ecd,episode:f3700a4bb3d7111e01ed33fb6d2d9b5a8bbbe35f0ab53217a5b66246aec4cb9c,invalid-contour-levels,PUBLIC_TEST_OBSERVATION,31,GREEN,True,False,7,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/4efaf1724e1698364b77f8abfa548cdede8760e3a0153bf5c7480d1879a41ecd.json
swebench--matplotlib__matplotlib-25334,UNRESOLVED,8f8b1f01dfa13833843ae0496bd7341c70fd13e0da12a3347fc1bdbbbc47311c,episode:2ffcf68d98761375fffb2cd1758163507f48eaa25dad5d015fb2d7d6a131d053,invalid-contour-levels,COMPLETED_SUBGOAL,41,,False,True,7,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/8f8b1f01dfa13833843ae0496bd7341c70fd13e0da12a3347fc1bdbbbc47311c.json
swebench--matplotlib__matplotlib-25334,UNRESOLVED,eeee6c3effbed07b2597b47fb7aed6905a18a8b3755e921622fe0f88edf15fb9,episode:45f4b90ce9f0b64130df8a22789c9b465f95dd6503762f612a4a8e671701f901,contour-compatibility,PUBLIC_TEST_OBSERVATION,47,GREEN,True,False,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/eeee6c3effbed07b2597b47fb7aed6905a18a8b3755e921622fe0f88edf15fb9.json
swebench--matplotlib__matplotlib-25334,UNRESOLVED,a3e100bfee37006086aaac789ed2a978e2a4b24596b6ced85725bbb8b26c9fdb,episode:97ba475128e2f2bb67022bbcb5a504f938440cb40f5786ab86a2530346b95147,contour-compatibility,COMPLETED_SUBGOAL,54,,False,True,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/a3e100bfee37006086aaac789ed2a978e2a4b24596b6ced85725bbb8b26c9fdb.json
swebench--matplotlib__matplotlib-25651,UNRESOLVED,00ebd52640247f9de5cf5e04661c2944bbf3d23c87c3a7d6e4e9757fc4bacd72,episode:2d9fcb39bd3da78d8ccddd46ce8c43ca3c09b5eb562fca075c34b7006c87732f,numdecs_behavior,PUBLIC_TEST_OBSERVATION,27,GREEN,True,False,4,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/00ebd52640247f9de5cf5e04661c2944bbf3d23c87c3a7d6e4e9757fc4bacd72.json
swebench--matplotlib__matplotlib-25651,UNRESOLVED,da3e1fb84764c0294c162ae27be8bb3f29b92d97fd3d80504163a1c9fbcb73d1,episode:0c341e8fc6147995142883168ba0fafc0170d0d9dbc599a538bbebd349b65997,numdecs_behavior,COMPLETED_SUBGOAL,30,,True,True,4,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/da3e1fb84764c0294c162ae27be8bb3f29b92d97fd3d80504163a1c9fbcb73d1.json
swebench--matplotlib__matplotlib-25651,UNRESOLVED,2308ff87beb34c6698f25deaf97dd024210a6b260d6a8e72c48ceff06201f01c,episode:6ee6322b925d51539ad6d59b7b33f58197f772086d24b7dc8b3141759b387258,numdecs_validation,PUBLIC_TEST_OBSERVATION,42,GREEN,True,False,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/2308ff87beb34c6698f25deaf97dd024210a6b260d6a8e72c48ceff06201f01c.json
swebench--matplotlib__matplotlib-25651,UNRESOLVED,8a1785fa7a3d270a1c3a88365b2491d1eb19486e035fed28a14803c5c1acc369,episode:1e35ffd33880970e92e478c016c7e8c3d58cf5970fc840752f4baee0d912ca63,numdecs_validation,COMPLETED_SUBGOAL,49,,False,True,0,/home/trimem-runner/skhynix-architecture-scale-001/pipeline-v13/learning-240/captures/8a1785fa7a3d270a1c3a88365b2491d1eb19486e035fed28a14803c5c1acc369.json
