role,repository,instance_id,base_commit,public_issue_created_at,in_training_24,in_training_120
TRAINING,pytest-dev/pytest,pytest-dev__pytest-7373,7b77fc086aab8b3a8ebc890200371884555eea1e,2020-06-15T17:12:08Z,False,False
TRAINING,pytest-dev/pytest,pytest-dev__pytest-8952,6d6bc97231f2d9a68002f1d191828fd3476ca8b8,2021-07-28T21:11:34Z,False,False
TRAINING,pytest-dev/pytest,pytest-dev__pytest-6680,194b52145b98fda8ad1c62ebacf96b9e2916309c,2020-02-05T23:00:43Z,False,False
TRAINING,pytest-dev/pytest,pytest-dev__pytest-5495,1aefb24b37c30fba8fd79a744829ca16e252f340,2019-06-25T23:41:16Z,False,False
TRAINING,pytest-dev/pytest,pytest-dev__pytest-7314,d5843f89d3c008ddcb431adbc335b080a79e617e,2020-06-03T15:00:51Z,False,False
TRAINING,scikit-learn/scikit-learn,scikit-learn__scikit-learn-25774,1ae0eb570beee304082f70824b8867cc8d9c08b8,2023-03-07T11:33:16Z,False,False
TRAINING,scikit-learn/scikit-learn,scikit-learn__scikit-learn-10452,3e5469eda719956c076ae8e685ec1183bfd98569,2018-01-11T06:56:51Z,False,False
TRAINING,scikit-learn/scikit-learn,scikit-learn__scikit-learn-24769,65d42c9996b6b9778fa2d57352a8d81557d7eb07,2022-10-27T10:16:06Z,False,False
TRAINING,scikit-learn/scikit-learn,scikit-learn__scikit-learn-10577,b90661d6a46aa3619d3eec94d5281f5888add501,2018-02-02T17:19:08Z,False,False
TRAINING,scikit-learn/scikit-learn,scikit-learn__scikit-learn-13436,77b73d63d05bc198ba89193582aee93cae1f69a4,2019-03-12T14:40:46Z,False,False
TRAINING,scikit-learn/scikit-learn,scikit-learn__scikit-learn-11151,1c61b8ac1b66254208ba6a51c1eed6ad66dc0330,2018-05-27T20:13:49Z,False,False
TRAINING,scikit-learn/scikit-learn,scikit-learn__scikit-learn-14092,df7dd8391148a873d157328a4f0328528a0c4ed9,2019-06-14T14:16:17Z,False,False
TRAINING,scikit-learn/scikit-learn,scikit-learn__scikit-learn-14999,d2476fb679f05e80c56e8b151ff0f6d7a470e4ae,2019-09-17T07:06:27Z,False,False
TRAINING,scikit-learn/scikit-learn,scikit-learn__scikit-learn-12758,3a884c5ee507f735e2df384727340c72c5219a8e,2018-12-12T01:30:18Z,False,False
TRAINING,scikit-learn/scikit-learn,scikit-learn__scikit-learn-25672,49a937e974190b4ab20c7506052ce8a67c129da1,2023-02-23T19:32:21Z,False,False
TRAINING,scikit-learn/scikit-learn,scikit-learn__scikit-learn-12443,88cdeb85a9303a7b580952b720703a4aca9dc1c0,2018-10-23T17:02:13Z,False,False
TRAINING,scikit-learn/scikit-learn,scikit-learn__scikit-learn-13447,a62775e99f2a5ea3d51db7160fad783f6cd8a4c5,2019-03-14T11:56:35Z,False,False
TRAINING,scikit-learn/scikit-learn,scikit-learn__scikit-learn-9775,5815bd58667da900814d8780d2a5ebfb976c08b1,2017-09-15T08:31:41Z,False,False
TRAINING,sphinx-doc/sphinx,sphinx-doc__sphinx-9053,3ad1e5e7d1a5fa38e94124e8afc441764a95cdd9,2021-04-04T04:00:18Z,False,False
TRAINING,sphinx-doc/sphinx,sphinx-doc__sphinx-7975,4ec6cbe341fd84468c448e20082c778043bbea4b,2020-07-18T06:39:32Z,False,False
TRAINING,sphinx-doc/sphinx,sphinx-doc__sphinx-10551,571b55328d401a6e1d50e37407df56586065a7be,2022-06-14T09:27:19Z,False,False
TRAINING,sphinx-doc/sphinx,sphinx-doc__sphinx-7380,6deb592a2fadbf88b7a00a332837a81a3198a830,2020-03-25T13:08:37Z,False,False
TRAINING,sphinx-doc/sphinx,sphinx-doc__sphinx-9289,82dad44e5bd3776ecb6fd8ded656bc8151d0e63d,2021-06-02T15:06:11Z,False,False
TRAINING,sphinx-doc/sphinx,sphinx-doc__sphinx-7670,3419079fb0d1f0eecd845eff0d12b367d34cd5e9,2020-05-16T07:58:26Z,False,False
TRAINING,sphinx-doc/sphinx,sphinx-doc__sphinx-10819,276f430b57957771f23355a6a1eb10a55899a677,2022-09-12T21:47:01Z,False,False
TRAINING,sphinx-doc/sphinx,sphinx-doc__sphinx-11489,d15a837c6108ee219d80e956fd6b8f16a833aed2,2023-07-16T12:13:26Z,False,False
TRAINING,sphinx-doc/sphinx,sphinx-doc__sphinx-10492,873d9f6fdababb96f0763f538e85921f7d332b70,2022-05-30T11:32:56Z,False,False
TRAINING,sphinx-doc/sphinx,sphinx-doc__sphinx-9797,4c91c038b220d07bbdfe0c1680af42fe897f342c,2021-10-29T17:02:29Z,False,False
TRAINING,sympy/sympy,sympy__sympy-13624,a67e45eecc972b53e95effb09fe503a05325d3f5,2017-11-18T12:14:09Z,False,False
TRAINING,sympy/sympy,sympy__sympy-20131,706007ca2fe279020e099d36dd1db0e33123ac4c,2020-09-22T12:39:33Z,False,False
TRAINING,sympy/sympy,sympy__sympy-14575,e2757bc8de0179cf4b4a917242125172e6da6bb2,2018-03-29T04:54:45Z,False,False
TRAINING,sympy/sympy,sympy__sympy-16449,aefdd023dc4f73c441953ed51f5f05a076f0862f,2019-03-26T17:40:37Z,False,False
TRAINING,sympy/sympy,sympy__sympy-13471,3546ac7ed78e1780c1a76929864bb33330055740,2017-10-17T22:52:35Z,False,False
TRAINING,sympy/sympy,sympy__sympy-20115,d57aaf064041fe52c0fa357639b069100f8b28e1,2020-09-19T22:15:45Z,False,False
TRAINING,sympy/sympy,sympy__sympy-18922,acca30685ef9edb068076991ec6d59cd8ba1e79a,2020-03-21T14:18:43Z,False,False
TRAINING,sympy/sympy,sympy__sympy-13971,84c125972ad535b2dfb245f8d311d347b45e5b8a,2018-01-20T10:03:44Z,False,False
TRAINING,sympy/sympy,sympy__sympy-13185,5f35c254434bfda69ecf2b6879590ec6b3478136,2017-08-24T05:47:38Z,False,False
TRAINING,sympy/sympy,sympy__sympy-17022,f91de695585c1fbc7d4f49ee061f64fcb1c2c4d8,2019-06-12T21:54:57Z,False,False
TRAINING,sympy/sympy,sympy__sympy-15085,694baf9686c9a092e280283d6d58d2e17867f040,2018-08-13T21:06:14Z,False,False
TRAINING,sympy/sympy,sympy__sympy-17313,a4297a11fd8f3e8af17efda85e3047e32e470a70,2019-07-31T23:51:00Z,False,False
TRAINING,sympy/sympy,sympy__sympy-13301,daac289bed6a780e91a452a0538ad6421c2ed8d5,2017-09-11T20:59:50Z,False,False
TRAINING,sympy/sympy,sympy__sympy-11818,a221c376f3f382d251a600aa336b45e95f92b7fe,2016-11-06T19:54:19Z,False,False
TRAINING,sympy/sympy,sympy__sympy-16632,09427d754153e90a8c51c21d84bc0536b336087f,2019-04-12T09:19:30Z,False,False
TRAINING,sympy/sympy,sympy__sympy-16963,14abc988525f344d1974c043f83b1e6b1247aea6,2019-06-04T17:28:48Z,False,False
TRAINING,sympy/sympy,sympy__sympy-15523,61e5c20c02328815270ddda385f0108a2b40d24d,2018-11-21T18:53:21Z,False,False
TRAINING,sympy/sympy,sympy__sympy-11788,e1ce41b95534f80955e3809fdf5ada61ecb5946f,2016-10-29T21:33:54Z,False,False
TRAINING,sympy/sympy,sympy__sympy-15555,29034f1104c9ce5500a1ae8fa23e3608464a362d,2018-11-28T05:06:46Z,False,False
